===== SEQ2SEQ (diffusion/small) STARTED Sun Jul 26 13:50:08 CEST 2026 =====
objective=diffusion size=small params=0.698M steps=50000 batch=256 lr=0.0002 norm=global_std
global-std (mu, sd) = (0.0335, 0.7063)
step      0 | loss 0.0140 | lr 2.00e-07 | 0.5 it/s
step  36100 | loss 0.0031 | lr 3.88e-05 | 2.2 it/s
step  36200 | loss 0.0031 | lr 3.83e-05 | 2.2 it/s
step  36300 | loss 0.0031 | lr 3.78e-05 | 2.2 it/s
step  36400 | loss 0.0029 | lr 3.73e-05 | 2.2 it/s
step  36500 | loss 0.0030 | lr 3.68e-05 | 2.2 it/s
step  36600 | loss 0.0031 | lr 3.63e-05 | 2.2 it/s
step  36700 | loss 0.0029 | lr 3.59e-05 | 2.2 it/s
step  36800 | loss 0.0031 | lr 3.54e-05 | 2.2 it/s
step  36900 | loss 0.0031 | lr 3.49e-05 | 2.2 it/s
step  37000 | loss 0.0030 | lr 3.44e-05 | 2.2 it/s
step  37100 | loss 0.0030 | lr 3.40e-05 | 2.2 it/s
step  37200 | loss 0.0030 | lr 3.35e-05 | 2.2 it/s
step  37300 | loss 0.0031 | lr 3.30e-05 | 2.2 it/s
step  37400 | loss 0.0031 | lr 3.26e-05 | 2.2 it/s
step  37500 | loss 0.0031 | lr 3.21e-05 | 2.2 it/s
step  37600 | loss 0.0031 | lr 3.17e-05 | 2.2 it/s
step  37700 | loss 0.0030 | lr 3.12e-05 | 2.2 it/s
step  37800 | loss 0.0029 | lr 3.08e-05 | 2.2 it/s
step  37900 | loss 0.0030 | lr 3.03e-05 | 2.2 it/s
step  38000 | loss 0.0031 | lr 2.99e-05 | 2.2 it/s
  [eval] step 38000 | EMA avg NMSE -3.98 dB (step1 -6.19, step10 -2.90)
step  38100 | loss 0.0029 | lr 2.94e-05 | 2.2 it/s
step  38200 | loss 0.0031 | lr 2.90e-05 | 2.2 it/s
step  38300 | loss 0.0031 | lr 2.86e-05 | 2.2 it/s
step  38400 | loss 0.0030 | lr 2.81e-05 | 2.2 it/s
step  38500 | loss 0.0029 | lr 2.77e-05 | 2.2 it/s
step  38600 | loss 0.0030 | lr 2.73e-05 | 2.2 it/s
step  38700 | loss 0.0029 | lr 2.69e-05 | 2.2 it/s
step  38800 | loss 0.0030 | lr 2.64e-05 | 2.2 it/s
step  38900 | loss 0.0029 | lr 2.60e-05 | 2.2 it/s
step  39000 | loss 0.0031 | lr 2.56e-05 | 2.2 it/s
step  39100 | loss 0.0030 | lr 2.52e-05 | 2.2 it/s
step  39200 | loss 0.0031 | lr 2.48e-05 | 2.2 it/s
step  39300 | loss 0.0031 | lr 2.44e-05 | 2.2 it/s
step  39400 | loss 0.0030 | lr 2.40e-05 | 2.2 it/s
step  39500 | loss 0.0031 | lr 2.36e-05 | 2.2 it/s
step  39600 | loss 0.0029 | lr 2.32e-05 | 2.2 it/s
step  39700 | loss 0.0031 | lr 2.28e-05 | 2.2 it/s
step  39800 | loss 0.0030 | lr 2.24e-05 | 2.2 it/s
step  39900 | loss 0.0031 | lr 2.20e-05 | 2.2 it/s
step  40000 | loss 0.0031 | lr 2.17e-05 | 2.2 it/s
  [eval] step 40000 | EMA avg NMSE -3.97 dB (step1 -6.20, step10 -2.88)
step  40100 | loss 0.0029 | lr 2.13e-05 | 2.2 it/s
step  40200 | loss 0.0031 | lr 2.09e-05 | 2.2 it/s
step  40300 | loss 0.0030 | lr 2.05e-05 | 2.2 it/s
step  40400 | loss 0.0029 | lr 2.02e-05 | 2.2 it/s
step  40500 | loss 0.0030 | lr 1.98e-05 | 2.2 it/s
step  40600 | loss 0.0030 | lr 1.94e-05 | 2.2 it/s
step  40700 | loss 0.0030 | lr 1.91e-05 | 2.2 it/s
step  40800 | loss 0.0030 | lr 1.87e-05 | 2.2 it/s
step  40900 | loss 0.0030 | lr 1.84e-05 | 2.2 it/s
step  41000 | loss 0.0031 | lr 1.80e-05 | 2.2 it/s
step  41100 | loss 0.0030 | lr 1.77e-05 | 2.2 it/s
step  41200 | loss 0.0029 | lr 1.73e-05 | 2.2 it/s
step  41300 | loss 0.0030 | lr 1.70e-05 | 2.2 it/s
step  41400 | loss 0.0030 | lr 1.67e-05 | 2.2 it/s
step  41500 | loss 0.0031 | lr 1.63e-05 | 2.2 it/s
step  41600 | loss 0.0030 | lr 1.60e-05 | 2.2 it/s
step  41700 | loss 0.0029 | lr 1.57e-05 | 2.2 it/s
step  41800 | loss 0.0028 | lr 1.54e-05 | 2.2 it/s
step  41900 | loss 0.0031 | lr 1.51e-05 | 2.2 it/s
step  42000 | loss 0.0029 | lr 1.47e-05 | 2.2 it/s
  [eval] step 42000 | EMA avg NMSE -3.97 dB (step1 -6.23, step10 -2.88)
step  42100 | loss 0.0029 | lr 1.44e-05 | 2.2 it/s
step  42200 | loss 0.0029 | lr 1.41e-05 | 2.2 it/s
step  42300 | loss 0.0029 | lr 1.38e-05 | 2.2 it/s
step  42400 | loss 0.0030 | lr 1.35e-05 | 2.2 it/s
step  42500 | loss 0.0031 | lr 1.32e-05 | 2.2 it/s
step  42600 | loss 0.0030 | lr 1.29e-05 | 2.2 it/s
step  42700 | loss 0.0030 | lr 1.26e-05 | 2.2 it/s
step  42800 | loss 0.0030 | lr 1.24e-05 | 2.2 it/s
step  42900 | loss 0.0031 | lr 1.21e-05 | 2.2 it/s
step  43000 | loss 0.0031 | lr 1.18e-05 | 2.2 it/s
step  43100 | loss 0.0032 | lr 1.15e-05 | 2.2 it/s
step  43200 | loss 0.0030 | lr 1.13e-05 | 2.2 it/s
step  43300 | loss 0.0030 | lr 1.10e-05 | 2.2 it/s
step  43400 | loss 0.0029 | lr 1.07e-05 | 2.2 it/s
step  43500 | loss 0.0029 | lr 1.05e-05 | 2.2 it/s
step  43600 | loss 0.0031 | lr 1.02e-05 | 2.2 it/s
step  43700 | loss 0.0030 | lr 9.97e-06 | 2.2 it/s
step  43800 | loss 0.0030 | lr 9.72e-06 | 2.2 it/s
step  43900 | loss 0.0030 | lr 9.48e-06 | 2.2 it/s
step  44000 | loss 0.0031 | lr 9.24e-06 | 2.2 it/s
  [eval] step 44000 | EMA avg NMSE -3.97 dB (step1 -6.24, step10 -2.87)
step  44100 | loss 0.0029 | lr 9.00e-06 | 2.2 it/s
step  44200 | loss 0.0029 | lr 8.77e-06 | 2.2 it/s
step  44300 | loss 0.0029 | lr 8.54e-06 | 2.2 it/s
step  44400 | loss 0.0030 | lr 8.31e-06 | 2.2 it/s
step  44500 | loss 0.0029 | lr 8.09e-06 | 2.2 it/s
step  44600 | loss 0.0030 | lr 7.87e-06 | 2.2 it/s
step  44700 | loss 0.0028 | lr 7.66e-06 | 2.2 it/s
step  44800 | loss 0.0030 | lr 7.45e-06 | 2.2 it/s
step  44900 | loss 0.0030 | lr 7.25e-06 | 2.2 it/s
step  45000 | loss 0.0030 | lr 7.04e-06 | 2.2 it/s
step  45100 | loss 0.0031 | lr 6.85e-06 | 2.2 it/s
step  45200 | loss 0.0030 | lr 6.65e-06 | 2.2 it/s
step  45300 | loss 0.0030 | lr 6.46e-06 | 2.2 it/s
step  45400 | loss 0.0030 | lr 6.27e-06 | 2.2 it/s
step  45500 | loss 0.0030 | lr 6.09e-06 | 2.2 it/s
step  45600 | loss 0.0029 | lr 5.91e-06 | 2.2 it/s
step  45700 | loss 0.0030 | lr 5.74e-06 | 2.2 it/s
step  45800 | loss 0.0029 | lr 5.57e-06 | 2.2 it/s
step  45900 | loss 0.0030 | lr 5.40e-06 | 2.2 it/s
step  46000 | loss 0.0031 | lr 5.24e-06 | 2.2 it/s
  [eval] step 46000 | EMA avg NMSE -3.96 dB (step1 -6.24, step10 -2.86)
step  46100 | loss 0.0031 | lr 5.08e-06 | 2.2 it/s
step  46200 | loss 0.0028 | lr 4.92e-06 | 2.2 it/s
step  46300 | loss 0.0030 | lr 4.77e-06 | 2.2 it/s
step  46400 | loss 0.0030 | lr 4.63e-06 | 2.2 it/s
step  46500 | loss 0.0030 | lr 4.48e-06 | 2.2 it/s
step  46600 | loss 0.0031 | lr 4.34e-06 | 2.2 it/s
step  46700 | loss 0.0029 | lr 4.21e-06 | 2.2 it/s
step  46800 | loss 0.0029 | lr 4.08e-06 | 2.2 it/s
step  46900 | loss 0.0031 | lr 3.95e-06 | 2.2 it/s
step  47000 | loss 0.0029 | lr 3.83e-06 | 2.2 it/s
step  47100 | loss 0.0030 | lr 3.71e-06 | 2.2 it/s
step  47200 | loss 0.0030 | lr 3.59e-06 | 2.2 it/s
step  47300 | loss 0.0030 | lr 3.48e-06 | 2.2 it/s
step  47400 | loss 0.0031 | lr 3.37e-06 | 2.2 it/s
step  47500 | loss 0.0029 | lr 3.27e-06 | 2.2 it/s
step  47600 | loss 0.0031 | lr 3.17e-06 | 2.2 it/s
step  47700 | loss 0.0030 | lr 3.07e-06 | 2.2 it/s
step  47800 | loss 0.0030 | lr 2.98e-06 | 2.2 it/s
step  47900 | loss 0.0031 | lr 2.90e-06 | 2.2 it/s
step  48000 | loss 0.0029 | lr 2.81e-06 | 2.2 it/s
  [eval] step 48000 | EMA avg NMSE -3.96 dB (step1 -6.24, step10 -2.86)
step  48100 | loss 0.0031 | lr 2.73e-06 | 2.2 it/s
step  48200 | loss 0.0029 | lr 2.66e-06 | 2.2 it/s
step  48300 | loss 0.0028 | lr 2.59e-06 | 2.2 it/s
step  48400 | loss 0.0030 | lr 2.52e-06 | 2.2 it/s
step  48500 | loss 0.0030 | lr 2.46e-06 | 2.2 it/s
step  48600 | loss 0.0030 | lr 2.40e-06 | 2.2 it/s
step  48700 | loss 0.0029 | lr 2.34e-06 | 2.2 it/s
step  48800 | loss 0.0030 | lr 2.29e-06 | 2.2 it/s
step  48900 | loss 0.0029 | lr 2.25e-06 | 2.2 it/s
step  49000 | loss 0.0031 | lr 2.20e-06 | 2.2 it/s
step  49100 | loss 0.0029 | lr 2.16e-06 | 2.2 it/s
step  49200 | loss 0.0030 | lr 2.13e-06 | 2.2 it/s
step  49300 | loss 0.0029 | lr 2.10e-06 | 2.2 it/s
step  49400 | loss 0.0030 | lr 2.07e-06 | 2.2 it/s
step  49500 | loss 0.0030 | lr 2.05e-06 | 2.2 it/s
step  49600 | loss 0.0029 | lr 2.03e-06 | 2.2 it/s
step  49700 | loss 0.0028 | lr 2.02e-06 | 2.2 it/s
step  49800 | loss 0.0030 | lr 2.01e-06 | 2.2 it/s
step  49900 | loss 0.0030 | lr 2.00e-06 | 2.2 it/s
done. best avg NMSE -3.99 dB. checkpoints in runs/s2s_diffusion_small_6916050
===== FINISHED Sun Jul 26 20:11:59 CEST 2026 =====
